tick,tweet_sentiment,reach,engagement
27,-0.0418430753052234,0.004736916759700338,0.010283167012815966
11,0.0681759417057037,0.001783395092435241,0.027252925383719165
19,-0.0640851929783821,0.001971841627178436,0.024213565675497695
11,0.2721732556819916,0.017633917179782098,0.0026847677422622966
11,0.5130455493927002,0.007288028069380144,0.006433311382402107
25,0.7298008799552917,0.018459387828453355,0.0025327997568512233
25,0.0279660895466804,0.013505674009652255,0.003444607669317664
3,-0.0934547707438469,0.017633826370927655,0.0026341117471252724
5,-0.8954524993896484,0.007017908050949579,0.00658527936781318
9,0.056052342057228,0.0018520647481661606,0.023656349728990427
11,0.0319470539689064,0.01763389901801121,0.0024821437617141987
11,0.0324611477553844,0.004668737471783419,0.009168735119801428
19,0.1655963212251663,0.0008893455968875083,0.04786991540448812
10,0.0921813696622848,0.004898937917800188,0.00861151917329416
6,0.0794994011521339,0.018459405990224245,0.002279519781166101
9,0.0549257919192314,0.004421265181651308,0.009168735119801428
30,-0.3709976077079773,0.003650080066166964,0.010587102983638113
9,0.0841303393244743,0.004914629687848195,0.0077503672559647435
16,-0.6360103487968445,0.018627674797509874,0.001975583810343954
19,0.2003002613782882,0.018627729282822542,0.0019249278152069298
3,0.2940059304237366,0.017633826370927655,0.0020262398054809788
9,0.0328729897737503,0.01255848317248361,0.0027860797325363457
9,0.0668039768934249,0.0017631628796650099,0.019249278152069296
22,-0.8202331066131592,0.01862776560636432,0.0017729598297958563
34,0.0187314972281456,0.013505619524339587,0.0024314877665771745
16,0.0571208260953426,0.0021471027162562922,0.015247454536244364
10,0.1202944815158844,0.0016992152843652035,0.019249278152069296
30,0.0401124283671379,0.01862782009167699,0.001722303834658832
30,0.0873699784278869,0.004855821873709947,0.00658527936781318
6,0.0315651930868625,0.012558446848941831,0.0025327997568512233
27,-0.0354109406471252,0.0011831485645571952,0.026290461476115697
6,-0.07981538772583,0.0019718053036366584,0.015602046502203535
19,-0.7468517422676086,0.011711890384268564,0.0023301757763031254
19,0.0594178214669227,0.05118346639554775,0.0005065599513702447
35,0.5295684337615967,0.0009293014928430818,0.026847677422622968
36,0.0853513851761818,0.002082319679495597,0.011954814852337774
36,0.8716731071472168,0.03483356825583978,0.0007091839319183426
35,0.0091135669499635,0.0034304497708075323,0.006737247353224254
19,0.0247938279062509,0.0035282145835024647,0.006483967377539132
11,0.0892761126160621,0.002248227456565671,0.009725951066308698
22,0.0257407054305076,0.010608562802768071,0.0020262398054809788
16,-0.8785129189491272,0.0005879146854444848,0.03626969251810952
36,0.0376583710312843,0.03483356825583978,0.0006078719416442936
22,-0.0318350531160831,0.005038747230102917,0.003951167620687908
16,0.178936630487442,0.0013496920036083807,0.014031710652955777
10,0.0532633513212204,0.0010716716148411454,0.015905982473025684
22,0.0396611765027046,0.0018295441522639283,0.008560863178157135
36,0.2610558867454529,0.00185800364724683,0.008155615217060938
35,-0.0534404069185256,0.002596116177942493,0.005420191479661618
36,-0.381258487701416,0.006559668409651819,0.0019249278152069298
36,-0.0141326673328876,0.001104326478899382,0.009624639076034648
35,0.1534105539321899,0.0027249012953156617,0.003799199635276835
35,-0.0137666799128055,0.0025376715992220223,0.003951167620687908
35,0.0261437892913818,0.0007867315913652403,0.012562686793982068
35,0.0375762768089771,0.007218868045835224,0.0013677118686996606
